Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url,sentiment,text_clean,is_augmented,text_length,word_count,punctuation_count,capitalization_count
826.0,"barang datang cacat ,gak bisa di gunakan 
harusnya sblum di kirim di coba dulu",1,pertukangan,Staple Staples Steples Gun Tembak Kenmaster Gun Tacker 4 6 8mm,213653744.0,122,1461393.0,https://www.tokopedia.com/timurjaya46/staple-staples-steples-gun-tembak-kenmaster-gun-tacker-4-6-8mm,Negative,barang datang cacat gak bisa di gunakan harusnya sblum di kirim di coba dulu,False,76,14,0,0
865.0,"Kecewa baru dipakey isiya kluar sampai 2 3 buah
Dipapan nggak nempel",1,pertukangan,STAPLE GUN MOLLAR 3 WAY TACKER - STAPLES JOK TEMBAK HEKTER,288306960.0,148,1477109.0,https://www.tokopedia.com/juraganperkakas/staple-gun-mollar-3-way-tacker-staples-jok-tembak-hekter,Negative,kecewa baru dipakey isiya kluar sampai buah dipapan nggak nempel,False,64,10,0,2
945.0,Barang kurang bagus. Pengiriman pakai pos lama sekali.,2,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191.0,408,1114588.0,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way,Negative,barang kurang bagus pengiriman pakai pos lama sekali,False,52,8,2,2
1015.0,"Hasil staples tidak rapat pada bidang, mungkin dapat produk cacat..hadeeuh",1,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191.0,408,1114588.0,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way,Negative,hasil staples tidak rapat pada bidang mungkin dapat produk cacat hadeeuh,False,72,11,2,1
1050.0,barang standart n biasa aja kurang good...,2,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191.0,408,1114588.0,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way,Negative,barang standart n biasa aja kurang good,False,39,7,3,0
1074.0,Barangnya rusak..kecewa berat,1,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,225536821.0,85,537844.0,https://www.tokopedia.com/samudrabauteknik/staple-gun-serbaguna-mollar-staples-tembak-bonus-isi-hekter-3-in-1,Negative,barangnya rusak kecewa berat,False,28,4,2,1
1244.0,Beli 5 tdk bs dipakai semua,1,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158.0,207,1371033.0,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun,Negative,beli tdk bs dipakai semua,False,25,5,0,1
1246.0,"Straples nya gk bs dipake,  udh dicoba berkali2 bwt pasang jaring nyamuk straples ditembak dibahan triplek aja gk nembus udh itu harus diketok2 Palu lgi 😢",1,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158.0,207,1371033.0,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun,Negative,straples nya gk bs dipake udh dicoba berkali bwt pasang jaring nyamuk straples ditembak dibahan triplek aja gk nembus udh itu harus diketok palu lgi,False,148,25,0,2
1262.0,mungkin karena harga juga.. jadi susah dipake..hehe staplesnya gak nancep sampe oenuh..,2,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158.0,207,1371033.0,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun,Negative,mungkin karena harga juga jadi susah dipake hehe staplesnya gak nancep sampe oenuh,False,82,13,6,0
1433.0,gagal.........................,1,pertukangan,Hekter Tembak / Staples / Guntacker,11888855.0,175,88752.0,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker,Negative,gagal,False,5,1,25,0
1468.0,ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff,1,pertukangan,Hekter Tembak / Staples / Guntacker,11888855.0,175,88752.0,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker,Negative,ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff,False,44,1,0,0
1549.0,"SELLER TIDAK KOMUNIKATIF, NIATNYA PAKE INSTANT COURIER BIAR SEGERA SAMPAI, TP BARANG DIKIRIM 2 HARI KEMUDIAN TANPA KABAR SAMA SEKALI, DITANYA GA BERANI BALAS, UDAH NGAJUIN PEMBATALAN TETEP AJA DIKIRIM TANPA DOSA.. SEMOGA GA ADA LAGI YG BUYER DAPET PERLAKUAN KYK GINI",1,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,17741002.0,126,154386.0,https://www.tokopedia.com/e-shop2wheel/3-in-1-staple-stapel-straples-staples-streples-nail-paku-tembak-gun,Negative,seller tidak komunikatif niatnya pake instant courier biar segera sampai tp barang dikirim hari kemudian tanpa kabar sama sekali ditanya ga berani balas udah ngajuin pembatalan tetep aja dikirim tanpa dosa semoga ga ada lagi yg buyer dapet perlakuan kyk gini,False,258,41,2,218
1618.0,"barang nya kayak bekas ya gan..
tapi pengiriman ceoat",2,pertukangan,"Staples / Stapler Tembak / Gun Tacker 4mm, 6mm, 8mm",50221613.0,53,452241.0,https://www.tokopedia.com/cgrtools/staples-stapler-tembak-gun-tacker-4mm-6mm-8mm,Negative,barang nya kayak bekas ya gan tapi pengiriman ceoat,False,51,9,2,0
1769.0,barang ada yg gak sesuai sama buset lama banget dikirimnya.....kapok,1,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557.0,417,580197.0,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak,Negative,barang ada yg gak sesuai sama buset lama banget dikirimnya kapok,False,64,11,5,0
1842.0,"Model brang sdh sesuai deskripsi... Tapi kenapa ukuran 44nya ndak sesuai ya.. ukuran panjang sesuai tapi ukuran tinggi spatunya kyk ukuran kaki no 40. 

Aku kasih foto sepatunya yg tak coba aku pakai.",2,fashion,Sepatu Sneakers Adidas Swift Run Harian Running Pria Cowo Grade Ori,363833137.0,69,52614.0,https://www.tokopedia.com/ojarr/sepatu-sneakers-adidas-swift-run-harian-running-pria-cowo-grade-ori,Negative,model brang sdh sesuai deskripsi tapi kenapa ukuran nya ndak sesuai ya ukuran panjang sesuai tapi ukuran tinggi spatunya kyk ukuran kaki no aku kasih foto sepatunya yg tak coba aku pakai,False,186,32,7,3
1843.0,"Tidak recommended, kaki tidak bisa masuk, sepatu seperti sablonan, kualitas not ok",1,fashion,Sepatu Sneakers Adidas Swift Run Harian Running Pria Cowo Grade Ori,363833137.0,69,52614.0,https://www.tokopedia.com/ojarr/sepatu-sneakers-adidas-swift-run-harian-running-pria-cowo-grade-ori,Negative,tidak recommended kaki tidak bisa masuk sepatu seperti sablonan kualitas not ok,False,79,12,0,1
1974.0,"Apakah sepatunya boleh di retur? Kualitas bahan kanan dan kiri berbeda, tebelnya beda, tinggi nya juga beda",1,fashion,🔥WAADOO🔥 Sepatu Full House All Black Sneakers Unisex Berkualitas,474474429.0,49,4110530.0,https://www.tokopedia.com/waadoo/waadoo-sepatu-full-house-all-black-sneakers-unisex-berkualitas,Negative,apakah sepatunya boleh di retur kualitas bahan kanan dan kiri berbeda tebelnya beda tinggi nya juga beda,False,104,17,1,2
2040.0,Brng sy pesan. Uang sy transfr tp brmg tdk sy trima. Jgn. Pesan pke wahana cargo. Tdk ad solusi dr toped ut mngembalikan uang saya,1,fashion,"Rak Sepatu Cantik Susun 9,Rak Sepatu Plastik,Tempat Penyimpanan Sepatu",429766804.0,809,3420489.0,https://www.tokopedia.com/lakukeras168/rak-sepatu-cantik-susun-9-rak-sepatu-plastik-tempat-penyimpanan-sepatu,Negative,brng sy pesan uang sy transfr tp brmg tdk sy trima jgn pesan pke wahana cargo tdk ad solusi dr toped ut mngembalikan uang saya,False,126,25,4,5
2053.0,"Tidak sesuai permintaan warnanya. Pas di tanya, ngaku2nya udh chat kita ga jawab. Pdhl ga ada chat 👏👏",1,fashion,"Rak Sepatu Cantik Susun 9,Rak Sepatu Plastik,Tempat Penyimpanan Sepatu",429766804.0,809,3420489.0,https://www.tokopedia.com/lakukeras168/rak-sepatu-cantik-susun-9-rak-sepatu-plastik-tempat-penyimpanan-sepatu,Negative,tidak sesuai permintaan warnanya pas di tanya ngaku nya udh chat kita ga jawab pdhl ga ada chat,False,95,18,2,3
2208.0,Suckkkk..............................................,1,fashion,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,411651606.0,"2,9rb",258554.0,https://www.tokopedia.com/nipponpowerbank/x04-rak-sepatu-4-susun-payung-holder-lemari-sepatu-murah,Negative,suckkkk,False,7,1,46,1
2247.0,"Produk bagus, tapi QC kurang. Pipa nya beda ukuran 1batang, jadi hanya 2 rak yg terpasang",2,fashion,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,411651606.0,"2,9rb",258554.0,https://www.tokopedia.com/nipponpowerbank/x04-rak-sepatu-4-susun-payung-holder-lemari-sepatu-murah,Negative,produk bagus tapi qc kurang pipa nya beda ukuran batang jadi hanya rak yg terpasang,False,83,15,1,4
2312.0,Saya sangat kecewa karna ACC nya tidak lengkap,1,fashion,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,411651606.0,"2,9rb",258554.0,https://www.tokopedia.com/nipponpowerbank/x04-rak-sepatu-4-susun-payung-holder-lemari-sepatu-murah,Negative,saya sangat kecewa karna acc nya tidak lengkap,False,46,8,0,4
2345.0,"Kurang sesuai dengan expektasi, karena terdapat kecacatan pada konektor, dan memiliki panjang tiang yang tidak imbang",2,fashion,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,411651606.0,"2,9rb",258554.0,https://www.tokopedia.com/nipponpowerbank/x04-rak-sepatu-4-susun-payung-holder-lemari-sepatu-murah,Negative,kurang sesuai dengan expektasi karena terdapat kecacatan pada konektor dan memiliki panjang tiang yang tidak imbang,False,115,16,0,1
2362.0,Ada 1 bagian yg tidak ada,1,fashion,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,411651606.0,"2,9rb",258554.0,https://www.tokopedia.com/nipponpowerbank/x04-rak-sepatu-4-susun-payung-holder-lemari-sepatu-murah,Negative,ada bagian yg tidak ada,False,23,5,0,1
2499.0,minta dibatalin udah ajuin pembatalan malah dikirim. udah dikonfirmasi ukuran dan model salah. !,2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,minta dibatalin udah ajuin pembatalan malah dikirim udah dikonfirmasi ukuran dan model salah,False,92,13,3,0
2522.0,"Kotak rusak, lem sepatunya gk bngt",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,kotak rusak lem sepatunya gk bngt,False,33,6,0,1
2542.0,Tidak sesuai dengan yang di kasi liat,2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,tidak sesuai dengan yang di kasi liat,False,37,7,0,1
2545.0,"Respon lambat pengiriman lama barang yang di kirim tidak sesuai , saya kecewa",2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,respon lambat pengiriman lama barang yang di kirim tidak sesuai saya kecewa,False,75,12,0,1
2561.0,"Masih bisa diklem gak nih kualitas barang sangat buruk, lemnya gak nempel pada ngelupas
Jujur saya sangat kecewa",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,masih bisa diklem gak nih kualitas barang sangat buruk lemnya gak nempel pada ngelupas jujur saya sangat kecewa,False,111,18,0,2
2644.0,"Pengirimnya lama, prosesnya juga lamaaaa",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,pengirimnya lama prosesnya juga lamaaaa,False,39,5,0,1
2663.0,Lebih teliti lg ya gan kalau ngasih informasi,1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,lebih teliti lg ya gan kalau ngasih informasi,False,45,8,0,1
2681.0,"Order tanggal 19 pake JNE yes,  
Baru sampe tanggal 25 entah salahnya dimana",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,order tanggal pake jne yes baru sampe tanggal entah salahnya dimana,False,67,11,0,5
2701.0,"Barang nya jelek bgt , saya mau kasih ke Org pun malu , mungkin ini foto lebih bagus dari produk asli nya
Saya tdk akan beli lagi",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,barang nya jelek bgt saya mau kasih ke org pun malu mungkin ini foto lebih bagus dari produk asli nya saya tdk akan beli lagi,False,125,25,0,3
2741.0,Gx sesuai dgn gambar. Gambar comot di google,2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,gx sesuai dgn gambar gambar comot di google,False,43,8,1,2
2753.0,"awalnya lupa tulisan ukuran, dan penjual juga ga nanya,, akhirnya  ukuran yg dikirim  ukuran  40,, minta retur ke 42 ,, penjual cuman bilang iya doang,, ga ada action,, udah sebulan ga diproses,, yang parahnya tokpedia malah melanjutkan dana ke penjual. padahal sudah mengikuti proses komplian sesuai petunjuk tokped. Benar&#39;&#39; tidak menghargai customer.",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,awalnya lupa tulisan ukuran dan penjual juga ga nanya akhirnya ukuran yg dikirim ukuran minta retur ke penjual cuman bilang iya doang ga ada action udah sebulan ga diproses yang parahnya tokpedia malah melanjutkan dana ke penjual padahal sudah mengikuti proses komplian sesuai petunjuk tokped benar tidak menghargai customer,False,324,49,3,1
2760.0,"Pesen  warna A yg d kirim warna B...nga ssuai klw dlam pesenan
 Abis gtu ukuranya kcill😢",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,pesen warna a yg d kirim warna b nga ssuai klw dlam pesenan abis gtu ukuranya kcill,False,83,17,3,4
2771.0,"Respon sih cepat satu hari langsung,tapi pengiriman nya agak lama hampir 4 hari tapi baranh sesuai dengan harga.Seller kadang ga jawab pertanyaan.Tolong tingkatkan lagi.TAPI barang bagus lah sesuai harga meskipun ada yang terkelupas sedikit.☺",2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,respon sih cepat satu hari langsung tapi pengiriman nya agak lama hampir hari tapi baranh sesuai dengan harga seller kadang ga jawab pertanyaan tolong tingkatkan lagi tapi barang bagus lah sesuai harga meskipun ada yang terkelupas sedikit,False,238,37,4,7
2793.0,"Sangat mengecwakan, pesan 2 sepatu yg dikirim hanya 1 sepatu, di wa dan dintelfon tidak permah mau bls dangkat,
udah gitu kualitas sepatu jelek, dijamin bakal kecewa beli disini",1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,sangat mengecwakan pesan sepatu yg dikirim hanya sepatu di wa dan dintelfon tidak permah mau bls dangkat udah gitu kualitas sepatu jelek dijamin bakal kecewa beli disini,False,169,27,0,1
2832.0,barang sudah diterima kualitas kurang memuaskan,1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,barang sudah diterima kualitas kurang memuaskan,False,47,6,0,0
2893.0,tidak puas.........................,1,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,tidak puas,False,10,2,25,0
2932.0,"produk, tidak sesuai dengan gambar.",2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,produk tidak sesuai dengan gambar,False,33,5,1,0
2968.0,terima kasih aja. proses lama,2,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,469877650.0,"1,2rb",1521606.0,https://www.tokopedia.com/grosirsepatu99/sepatu-casual-kets-sport-nike-md-runner-waffle-trainer-hitam-putih,Negative,terima kasih aja proses lama,False,28,5,1,0
3027.0,Pesan 3..patah 2 .. packing kurang aman,2,fashion,box sepatu / kotak sepatu / stackable box,492075498.0,"2,9rb",126048.0,https://www.tokopedia.com/nvfashionbox/box-sepatu-kotak-sepatu-stackable-box,Negative,pesan patah packing kurang aman,False,31,5,4,1
3028.0,"Seller ok. Packing rapi dan pengiriman cepat. Ga ada masalah. Cuman produknya kurang sesuai ekspektasi, dindingnya kurang kokoh terlalu lentur, pemasangan kurang simple. Thanks btw",2,fashion,box sepatu / kotak sepatu / stackable box,492075498.0,"2,9rb",126048.0,https://www.tokopedia.com/nvfashionbox/box-sepatu-kotak-sepatu-stackable-box,Negative,seller ok packing rapi dan pengiriman cepat ga ada masalah cuman produknya kurang sesuai ekspektasi dindingnya kurang kokoh terlalu lentur pemasangan kurang simple thanks btw,False,174,25,4,5
3104.0,trimstrimstrimstrimstrimstrimstrimstrimstrims,1,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038.0,383,588756.0,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik,Negative,trimstrimstrimstrimstrimstrimstrimstrimstrims,False,45,1,0,0
3684.0,"Mengecewakan, intinya aku sangat kecewa 😒",1,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,mengecewakan intinya aku sangat kecewa,False,38,5,0,1
3693.0,"Ukurannya kekecilan, next buat yang lain, lebihin 1 ukuran dari sepatu yang biasa kalian pakai.",2,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,ukurannya kekecilan next buat yang lain lebihin ukuran dari sepatu yang biasa kalian pakai,False,90,14,1,1
3711.0,biarkan bintang yang berbicara,1,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,biarkan bintang yang berbicara,False,30,4,0,0
3721.0,"saya, kecewa dengan sistem pengerjaan untuk di kirim ke jasa pengiriman nya. menyediakan jasa YES (yakin esok sampai) tapi disamakan dengan pengiriman reguler. bukan salah kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan barang yg harusnya satu hari sampai , menjadi 2 hari. entah di sengaja apa tidak ini sistem yang buruk menurut saya. selamat 28rb jasa YES nya bisa anda claim karna mereka tidak berhasil kirim 1 hari paket nya, lumayan buat tambah2 omset itu.. jika memang di sengaja selamat anda berhasil, dan membuat kekacauan yg cukup menyedihkan buat saya. tp jika tidak ya semoga kedepan lebih baik lagi. maaf ini pengalaman terburuk saya",1,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,saya kecewa dengan sistem pengerjaan untuk di kirim ke jasa pengiriman nya menyediakan jasa yes yakin esok sampai tapi disamakan dengan pengiriman reguler bukan salah kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan barang yg harusnya satu hari sampai menjadi hari entah di sengaja apa tidak ini sistem yang buruk menurut saya selamat rb jasa yes nya bisa anda claim karna mereka tidak berhasil kirim hari paket nya lumayan buat tambah omset itu jika memang di sengaja selamat anda berhasil dan membuat kekacauan yg cukup menyedihkan buat saya tp jika tidak ya semoga kedepan lebih baik lagi maaf ini pengalaman terburuk saya,False,660,107,8,6
3728.0,"Barang Standar,sesuai dngan harga nya",2,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,barang standar sesuai dngan harga nya,False,37,6,0,2
3879.0,ternyata hanya sablon aj dilogo,2,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,ternyata hanya sablon aj dilogo,False,31,5,0,0
3897.0,bahan tipis sekali.....semoga kuat sj...,2,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056.0,994,52614.0,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo,Negative,bahan tipis sekali semoga kuat sj,False,33,6,8,0
